placeID,latitude,longitude,name,address,city,state,country,alcohol,smoking_area,dress_code,accessibility,price,Rambience,franchise,area,other_services
135055,22.148854,-101.008472,la Cochinita Pibil Restaurante Yucateco,Venustiano Carranza 2175 Jardin,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,section,informal,no_accessibility,high,familiar,f,closed,none
135108,22.136253399999998,-100.93358520000001,Potzocalli,Carretera Central Sn,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed,none
135074,22.149689000000002,-100.999525,Restaurante la Parroquia Potosina,Venustiano Carranza 303 Centro,San Luis Potosi,San Luis Potosi,Mexico,Wine-Beer,section,informal,no_accessibility,high,familiar,f,closed,none
135018,18.859803,-99.222164,El Oceano Dorado,Libramiento Burgos Colonia Las Animas,Cuernavaca,Morelos,Mexico,Full_Bar,permitted,informal,completely,medium,familiar,f,open,variety
135064,22.154687,-100.996617,Restaurante El Chivero S.A. de C.V.,Angel Veral 328 Altamira,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,high,familiar,f,closed,none
135038,22.155651000000002,-100.977767,Restaurant la Chalita,Guajardo Sn San Luis Potosi Centro,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,section,informal,no_accessibility,medium,familiar,f,closed,none
135081,22.164842,-100.960493,El Club,Mexico 810 Centro,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,f,closed,none
132723,22.1489337,-101.01984499999999,Gordas de morales,?,San Luis Potosi,San Luis Potosi,Mexico,Full_Bar,section,informal,completely,medium,familiar,f,closed,none
135051,22.151189000000002,-100.977058,Restaurante Versalles,Francisco I. Madero 145 Centro,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,section,informal,no_accessibility,low,familiar,f,closed,none
135021,18.933537,-99.222497,Subway,Rio Mayo 17 Vista Hermosa,Cuernavaca,Morelos,Mexico,No_Alcohol_Served,not permitted,informal,no_accessibility,low,familiar,t,closed,none
135052,22.150980999999998,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,Full_Bar,none,informal,no_accessibility,high,familiar,f,closed,none
132845,22.1262926,-100.90077640000001,Cenaduria El Rincón de Tlaquepaque,av. seminario,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,f,closed,none
135011,18.910610000000002,-99.169539,Los Vikingos,36 Sur Civac,Jiutepec,Morelos,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,t,closed,none
132858,22.1312917,-100.9371941,Hamburguesas Valle Dorado,Av. Coral,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed,none
135026,22.148665,-101.001273,la Cantina,Capitan Caldera No. 420 Tequisqueapan,San Luis Potosi,San Luis Potosi,Mexico,Full_Bar,none,informal,no_accessibility,high,familiar,f,closed,none
132884,22.139577600000003,-101.0278863,dairy queen,?,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed,none
135016,18.869347,-99.209944,Arrachela Grill,69 Tres De Mayo,Cuernavaca,Morelos,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,f,closed,none
135104,23.752982100000004,-99.16843409999998,vips,?,San Luis Potosi,San Luis Potosi,Mexico,Full_Bar,not permitted,informal,completely,medium,familiar,t,closed,variety
132630,23.752930499999998,-99.1644725,palomo tec,blvrd emilio portes gil,Ciudad Victoria,Tamaulipas,Mexico,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed,none
135047,22.150921,-100.99382800000001,Restaurante Casa de las Flores,General Mariano Arista 1205 Barrio de Tequisquiap,San Luis Potosi,San Luis Potosi,Mexico,Wine-Beer,section,informal,no_accessibility,high,familiar,f,closed,none
132951,22.1544736,-100.98580909999998,VIPS,NICOLAS ZAPATA 300,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,not permitted,casual,completely,low,familiar,f,closed,none
132665,23.736797699999997,-99.1342413,TACOS CORRECAMINOS,?,Ciudad Victoria,Tamaulipas,Mexico,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed,none
135044,22.141848,-100.997475,Restaurant Wu Zhuo Yi,Himno Nacional 100 Avenida,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,f,closed,none
135035,22.145813,-101.01803199999999,El Mundo de la Pasta,Rio Papaloapan 265 Lomas de San Luis (3),San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,section,informal,no_accessibility,high,familiar,f,closed,none
135071,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,Full_Bar,section,informal,no_accessibility,medium,familiar,f,closed,none
132834,22.156469,-100.98554,Gorditas Doa Gloria,sevilla y olmedo 715 a,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,not permitted,casual,no_accessibility,low,familiar,f,closed,none
132846,22.142273199999998,-100.94265370000001,el lechon potosino ,circuito oriente esq. carretera 57,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,permitted,casual,no_accessibility,low,familiar,f,open,none
135048,22.142017000000003,-100.999246,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,Wine-Beer,none,informal,no_accessibility,high,familiar,f,closed,none
132717,23.7318602,-99.1504365,tortas hawai,?,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed,none
132861,22.1480965,-101.0173023,Carls Jr,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,t,closed,none
132885,22.1795169,-100.9584358,Hamburguesas saul,Av. Saan Luis enttre moctezuma y salinas,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed,none
132740,23.7521965,-99.16663170000001,Carreton de Flautas y Migadas,?,Ciudad Victoria,Tamaulipas,Mexico,No_Alcohol_Served,permitted,informal,completely,low,familiar,f,open,none
132830,22.1508494,-100.9397522,Rincon Huasteco,?,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed,none
132773,18.869992899999996,-99.2103195,El cotorreo,Emiliano Zapata Col. Tres de Mayo,Cuernavaca,Morelos,Mexico,Wine-Beer,permitted,informal,no_accessibility,low,familiar,f,open,none
132706,23.7292162,-99.1323571,Gorditas Dona Tota,Zaragoza entre Francisco Zarco y Lopez Velarde,Ciudad Victoria,Tamaulipas,Mexico,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,t,closed,none
132872,22.173595499999998,-100.9946027,Pizzeria Julios,?,San Luis Potosi,Mexico,Mexico,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed,none
134987,18.932725,-99.225211,Chilis Cuernavaca,Rio Mayo Colonia Vista Hermosa Esq. Rio Balsas,Cuernavaca,Morelos,Mexico,Wine-Beer,none,informal,no_accessibility,medium,familiar,f,closed,none
132572,22.141647100000004,-100.9927118,Cafe Chaires,?,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,not permitted,informal,completely,low,familiar,f,closed,none
132958,22.1449787,-101.0056829,tacos los volcanes,avenida hivno nacional,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,completely,low,quiet,t,closed,none
132733,23.752707100000002,-99.1625655,Little Cesarz,?,Ciudad Victoria,Tamaulipas,Mexico,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,t,closed,none
132922,22.1511348,-100.9823115,cafe punta del cielo,?,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,permitted,formal,completely,medium,familiar,f,closed,none
132715,23.732422600000003,-99.15866020000001,tacos de la estacion,?,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,f,open,none
135027,22.147145000000002,-100.97449399999999,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,Wine-Beer,none,informal,no_accessibility,medium,familiar,f,closed,none
132767,18.8820871,-99.1630268,Restaurant Familiar El Chino,Paseo de las Fuentes,Jiutepec,Morelos,Mexico,Wine-Beer,permitted,casual,partially,medium,familiar,f,open,variety
135039,22.145893,-100.97487,Restaurant de Mariscos de Picon,Miguel Barragan 46 Centro,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,section,informal,no_accessibility,low,familiar,f,closed,none
134996,18.923429000000002,-99.216413,Sanborns Casa Piedra,Lomas del Mirador,Cuernavaca,Morelos,Mexico,Wine-Beer,only at bar,informal,no_accessibility,medium,familiar,t,closed,Internet
132755,22.153323999999998,-101.0195459,La Estrella de Dimas,Av. de los Pintores,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,familiar,f,closed,variety
135043,22.185756,-100.944518,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,f,closed,none
132654,23.735523399999998,-99.1295877,Carnitas Mata  Calle 16 de Septiembre,16 de Septiembre,Ciudad Victoria,Tamaulipas,Mexico,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed,none
135049,22.135011,-101.0286,Restaurante de Mariscos la Langosta,Cordillera de Los Alpes 675 Loma Verde,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,f,closed,none
135073,22.147175,-100.97426899999999,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,San Luis Potosi,Mexico,Wine-Beer,section,informal,no_accessibility,high,familiar,f,closed,none
132560,23.752304100000003,-99.16691329999999,puesto de gorditas,frente al tecnologico,Ciudad Victoria,Tamaulipas,Mexico,No_Alcohol_Served,permitted,informal,no_accessibility,low,familiar,f,open,none
134976,18.916654,-99.22711,Log Yin,?,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,low,familiar,f,closed,none
135075,22.139573000000002,-100.991564,Mariscos El Pescador,Himno Nacional 2104 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,f,closed,none
132660,23.752942800000003,-99.1646791,carnitas mata calle Emilio Portes Gil,Emilio Portes Gil,Ciudad Victoria,Tamaulipas,Mexico,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed,none
132921,22.150305,-100.98913370000001,crudalia,?,San Luis Potosi,San Luis Potosi,Mexico,Wine-Beer,section,casual,completely,low,quiet,f,open,none
132594,23.7521677,-99.16570899999999,tacos de barbacoa enfrente del Tec,?,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,not permitted,informal,completely,low,familiar,f,open,none
134986,18.928798,-99.239513,Restaurant Las Mananitas,Ricardo Linares 107,Cuernavaca,Morelos,Mexico,Wine-Beer,none,formal,no_accessibility,high,familiar,f,closed,none
135062,22.153703,-100.979033,Restaurante El Cielo Potosino,Julian de Los Reyes 400 Centro,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,f,closed,none
132766,18.9101777,-99.2315438,Mikasa,Himno nacional esq. Blvd. Juarez,Cuernavaca,Morelos,Mexico,Wine-Beer,none,informal,no_accessibility,medium,familiar,f,closed,none
135088,18.876011300000002,-99.2198896,Cafeteria cenidet,Interior Internado Palmira SN,Cuernavaca,Morelos,Mexico,No_Alcohol_Served,not permitted,informal,no_accessibility,low,quiet,f,closed,none
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,t,closed,none
132754,22.1477379,-100.9906163,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,partially,medium,familiar,f,closed,none
132584,23.752364800000002,-99.16528790000001,Gorditas Dona Tota,?,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,t,closed,none
135032,22.152480999999998,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,Wine-Beer,section,informal,no_accessibility,medium,familiar,f,closed,none
135028,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,Wine-Beer,none,informal,no_accessibility,medium,familiar,f,closed,none
135085,22.150802,-100.98268,Tortas Locas Hipocampo,Venustiano Carranza 719 Centro,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,f,closed,none
132663,23.7525107,-99.1669536,tacos abi,?,Ciudad Victoria,Tamaulipas,Mexico,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed,none
132626,23.7375834,-99.1351318,la perica hamburguesa,?,Ciudad Victoria,Tamaulipas,Mexico,No_Alcohol_Served,none,informal,completely,medium,familiar,t,closed,none
132583,18.922290399999998,-99.234332,McDonalds Centro,Rayon sn col. Centro,Cuernavaca,Morelos,Mexico,No_Alcohol_Served,not permitted,informal,partially,low,familiar,t,closed,none
132866,22.141219800000002,-100.93131070000001,Chaires,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,f,closed,none
135072,22.149192000000003,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,f,closed,none
135109,18.9217848,-99.2353499,Paniroles,?,San Luis Potosi,San Luis Potosi,Mexico,Wine-Beer,not permitted,informal,no_accessibility,medium,quiet,f,closed,Internet
135019,18.875010999999997,-99.15942199999999,Restaurant Bar Coty y Pablo,Paseo de Las Fuentes 24 Pedregal de Las Fuentes,Jiutepec,Morelos,Mexico,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed,none
132877,22.135363899999998,-100.93494770000001,sirloin stockade,?,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed,none
